Comments,Sentiment
"Looks like I've made my last Amazon UK purchase!
I've worked in a firm that pushes 3.5 tonne drivers to 16 hour days, 6 days a week. 
I got a phone call whilst I was parked in a deliveries only bay on a red route in central London. Someone must've driven past & seen me or their satellite tracking flagged me as stationary too long. 
They phoned & said ""Why are you stationary & this better be good!""
I said ""I'm pi**ing into a bottle in the back of the van because if I take 5 minutes to find loo you freak out!""
I think I lasted seven months before I hit a brick wall (of fatigue and stress, not literally) and quit. 
I looked into constructive dismissal but because I hadn't done a year I couldn't use that. 
It was in their interests to burn a driver out inside 12 months otherwise all sorts of protections cut in. 
They all use 3.5 tonners instead of 7.5 tonners because Sprinters et al are faster and didn't need a tacho. If I ate on the move, peed in a bottle, didn't take breaks at all and used 85 as the speed limit I could just about manag",Negative
"I understand that working there isn't the best idea but complaining about your feet hurting on the first day is ridiculous. 
Your feet are obviously not used to standing for many hours. Also good boots/shoes with decent soles are a must when working at any warehouse.",Negative
"Facial recognition already in use?

Why did you leave?",Neutral
I'd kick off if I worked there,Neutral
God damn I love this guys work,Positive
you didnt really so f all though did you? this is such a nothing burger.,Neutral
"I worked in Amazon alongside (but not with) the security organisation, you can make it out to be paranoia with the security/scanners/cameras, but if you see how much people steal on a daily basis then the level of security that you see doesn't even cut it close.",Negative
"There is a reason I do not support Amazon in any way, fueled even more after I hear about the situation in the USA with the tornado related deaths. Having spent a lot of my life working in that sector I can safely say that Amazon is legit the worst out of the bunch... right next to Oak Furniture Land.",Negative
"Just had to stop my echo ordering knives!!!

Even had to go to the site and remove them from my basket",Negative
Jarate.,Neutral
That lawyer was a top bloke. 10/10,Positive
"Should of listed the Amazon piss as Fosters, nobody would of  been able to tell the difference!",Negative
Sadly all new UK warehouses are copying Amazon's practices to aim to compete with Amazon.,Negative
"Protect this man at all costs. Thank you, Dr Peterson.",Positive
I also now have a stainless steel carpenter knife in my basket. Turns out Alexa is always listening 😂,Neutral
it's easy DO NOT buy ANYTHING thru AMAZON - simple - Jeff says thanks-,Positive
"Ah, the good old Driver Tizer!",Positive
False Narrative. Worker at Amazon and loved it. It's nothing like you see in Media. On the contrary it was amazing.,Positive
"could just wear a uniform then walk in when the shift starts, people lend their cards to open the gate all the time lol",Positive
"My question is, why not just get a mate of his to go in there with their Real name and Real look so they wouldn’t be suspicious at all - seems a bit odd to go to the effort of disguising yourself unless you wanted it to be more about you than actually exposing anything.",Negative
"I worked as a delivery driver for Amazon for a number of weeks during lockdown. The urinating in a bottle something I had no option but to do! I enjoyed being out on the road, delivering parcels to people but in the end I could not sustain this job because the amount of shifts i was guaranteed per week never equalled what I actually got & so half my weekly wage was taken from me for van hire costs, leaving me with less money than what the dole gave me! So all in all, Amazon & they're sub contracted delivery companies lost a good delivery driver through greed & lies!",Positive
